Pet Species,Breed,Age (years),Weight (kg),Past Diagnosis,Symptoms,Treatment,Future Disease
Snake,Ball Python,5.2,2.7,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,0.4,0.2,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,1.8,0.7,Parasites,"Weight loss, Diarrhea, Weakness","Anti-parasitic medication, Improved hygiene",Inclusion Body Disease (IBD)
Snake,Ball Python,2.3,1.1,Respiratory Infection,"Wheezing, Mucus in mouth, Lethargy","Antibiotics, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,1.1,0.7,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,7.3,3.7,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,7.5,3.8,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,8.6,4.1,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,6.2,3.1,Parasites,"Weight loss, Diarrhea, Weakness","Anti-parasitic medication, Improved hygiene",Inclusion Body Disease (IBD)
Snake,Ball Python,8.8,4.4,Parasites,"Weight loss, Diarrhea, Weakness","Anti-parasitic medication, Improved hygiene",Inclusion Body Disease (IBD)
Snake,Ball Python,9.0,4.5,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,7.2,3.6,Respiratory Infection,"Wheezing, Mucus in mouth, Lethargy","Antibiotics, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,0.2,0.2,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,2.4,1.4,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,5.8,2.8,Parasites,"Weight loss, Diarrhea, Weakness","Anti-parasitic medication, Improved hygiene",Inclusion Body Disease (IBD)
Snake,Ball Python,2.7,1.2,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,9.5,4.9,Parasites,"Weight loss, Diarrhea, Weakness","Anti-parasitic medication, Improved hygiene",Inclusion Body Disease (IBD)
Snake,Ball Python,1.1,0.7,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,8.5,4.1,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,4.8,2.4,Parasites,"Weight loss, Diarrhea, Weakness","Anti-parasitic medication, Improved hygiene",Inclusion Body Disease (IBD)
Snake,Ball Python,9.7,4.8,Respiratory Infection,"Wheezing, Mucus in mouth, Lethargy","Antibiotics, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,7.3,3.6,Respiratory Infection,"Wheezing, Mucus in mouth, Lethargy","Antibiotics, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,2.8,1.2,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,5.8,3.0,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,5.0,2.5,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,5.4,2.8,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,5.4,2.6,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,7.8,3.7,Respiratory Infection,"Wheezing, Mucus in mouth, Lethargy","Antibiotics, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,9.9,4.8,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,5.7,2.8,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,7.6,4.0,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,9.7,4.9,Parasites,"Weight loss, Diarrhea, Weakness","Anti-parasitic medication, Improved hygiene",Inclusion Body Disease (IBD)
Snake,Ball Python,2.2,1.3,Respiratory Infection,"Wheezing, Mucus in mouth, Lethargy","Antibiotics, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,8.4,4.3,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,6.8,3.4,Respiratory Infection,"Wheezing, Mucus in mouth, Lethargy","Antibiotics, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,6.7,3.3,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,2.9,1.4,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,5.6,2.6,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,7.0,3.5,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,3.7,2.0,Parasites,"Weight loss, Diarrhea, Weakness","Anti-parasitic medication, Improved hygiene",Inclusion Body Disease (IBD)
Snake,Ball Python,5.5,2.7,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,0.5,0.3,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,9.6,4.6,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,6.7,3.5,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,8.2,4.3,Parasites,"Weight loss, Diarrhea, Weakness","Anti-parasitic medication, Improved hygiene",Inclusion Body Disease (IBD)
Snake,Ball Python,3.5,1.7,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,0.6,0.2,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,8.5,4.2,Parasites,"Weight loss, Diarrhea, Weakness","Anti-parasitic medication, Improved hygiene",Inclusion Body Disease (IBD)
Snake,Ball Python,5.0,2.3,Parasites,"Weight loss, Diarrhea, Weakness","Anti-parasitic medication, Improved hygiene",Inclusion Body Disease (IBD)
Snake,Ball Python,7.9,4.0,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,4.4,2.2,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,9.9,4.9,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,1.1,0.7,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,10.0,4.8,Respiratory Infection,"Wheezing, Mucus in mouth, Lethargy","Antibiotics, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,7.6,3.8,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,9.7,5.0,Parasites,"Weight loss, Diarrhea, Weakness","Anti-parasitic medication, Improved hygiene",Inclusion Body Disease (IBD)
Snake,Ball Python,6.8,3.4,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,7.1,3.6,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,2.6,1.3,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,3.2,1.6,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,5.1,2.5,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,8.3,4.3,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,2.6,1.3,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,3.5,1.7,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,2.6,1.4,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,7.1,3.5,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,3.8,2.0,Respiratory Infection,"Wheezing, Mucus in mouth, Lethargy","Antibiotics, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,3.3,1.8,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,5.1,2.7,Respiratory Infection,"Wheezing, Mucus in mouth, Lethargy","Antibiotics, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,8.5,4.4,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,7.9,4.1,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,9.2,4.7,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,8.0,4.0,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,2.4,1.3,Parasites,"Weight loss, Diarrhea, Weakness","Anti-parasitic medication, Improved hygiene",Inclusion Body Disease (IBD)
Snake,Ball Python,6.2,3.3,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,3.5,1.9,Respiratory Infection,"Wheezing, Mucus in mouth, Lethargy","Antibiotics, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,7.2,3.5,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,1.5,0.8,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,4.9,2.4,Parasites,"Weight loss, Diarrhea, Weakness","Anti-parasitic medication, Improved hygiene",Inclusion Body Disease (IBD)
Snake,Ball Python,10.0,4.9,Mouth Rot (Stomatitis),"Swollen gums, Loss of appetite, Drooling","Antiseptic, Antibiotics",Inclusion Body Disease (IBD)
Snake,Ball Python,0.3,0.2,Nutritional Deficiency,"Weakness, Bone deformities, Poor growth","Dietary supplements, Vitamin injections",Inclusion Body Disease (IBD)
Snake,Ball Python,5.1,2.6,Poor Husbandry,"Dehydration, Shedding issues, Lethargy","Improved environment, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,7.0,3.7,Respiratory Infection,"Wheezing, Mucus in mouth, Lethargy","Antibiotics, Hydration",Inclusion Body Disease (IBD)
Snake,Ball Python,6.5,3.4,Parasites,"Weight loss, Diarrhea, Weakness","Anti-parasitic medication, Improved hygiene",Inclusion Body Disease (IBD)
Snake,Ball Python,1.3,0.34,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,4.1,1.39,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,7.7,2.93,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,9.1,4.39,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,2.6,0.57,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,4.8,1.25,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,5.5,1.94,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,4.2,1.23,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,7.0,2.97,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,5.8,1.77,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,2.5,0.55,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,7.9,2.71,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,2.7,0.54,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,1.7,0.48,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,2.1,0.53,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,3.7,0.81,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,1.8,0.42,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,8.2,3.26,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,2.6,0.52,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,1.4,0.44,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,1.4,0.41,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,4.9,1.14,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,2.3,0.51,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,5.9,1.95,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,1.9,0.48,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,2.8,0.67,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,6.8,2.24,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,7.2,2.88,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,4.2,1.11,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,3.8,0.75,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,9.6,4.77,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,1.4,0.37,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,4.9,1.16,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,7.5,2.65,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,1.4,0.35,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,8.7,3.12,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,2.0,0.59,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,6.4,2.09,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,6.9,2.37,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,2.2,0.63,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,7.9,2.53,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,1.5,0.49,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,1.2,0.38,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,1.4,0.38,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,3.1,0.96,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,4.1,1.32,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,4.6,1.39,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,9.9,4.75,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,1.3,0.34,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,7.2,2.61,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,2.6,0.58,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,9.6,4.83,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,0.3,0.26,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,9.1,4.4,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,5.5,1.9,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,4.9,1.42,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,3.9,0.82,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,5.0,1.91,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,2.0,0.66,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,8.2,3.61,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,3.3,0.76,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,0.2,0.3,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,8.8,3.8,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,9.0,4.6,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,4.3,1.16,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,8.4,3.13,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,9.3,4.57,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,9.5,4.31,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,7.3,2.62,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,8.0,3.43,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,9.5,4.01,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,1.4,0.32,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,3.0,0.71,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,6.3,2.25,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,4.5,1.14,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,7.0,2.76,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,2.8,0.58,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,7.9,2.78,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,0.5,0.21,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,8.6,3.45,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,9.8,4.8,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,9.8,4.51,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,7.9,2.81,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,6.9,2.18,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,0.4,0.27,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,2.2,0.64,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,7.4,2.96,Pneumonia,"Labored breathing, Mouth gaping","Antibiotics, humidity control",Respiratory Infection
Snake,Ball Python,6.4,2.45,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,7.0,2.64,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,2.3,0.59,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,9.1,4.11,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,5.2,1.72,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
Snake,Ball Python,5.1,1.88,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,9.5,4.08,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,9.0,4.61,Respiratory Infection,"Wheezing, Mucus around nostrils","Nebulization, antibiotics",Respiratory Infection
Snake,Ball Python,0.3,0.21,Parasites,"Coughing, Weight loss",Antiparasitic medication,Respiratory Infection
Snake,Ball Python,9.2,4.25,Suboptimal Temperature,"Lethargy, Mouth gaping",Enclosure temperature adjustment,Respiratory Infection
