Pet Species,Breed,Age (years),Weight (kg),Past Diagnosis,Symptoms,Treatment,Future Disease
Rabbit,Mini Rex Rabbit,2.6,1.42,Foreign Body Ingestion,"Reduced activity, Loss of appetite",Monitoring,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,9.6,3.4,Dehydration,"Lethargy, Dry skin",Encouraging water intake,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,8.3,3.83,Obesity,"Breathing issues, Difficulty moving",Exercise encouragement,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,0.4,0.65,Dietary Imbalance,"Gas, Loose stools",Probiotics,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,6.7,4.38,Dental Malocclusion,"Difficulty eating, Drooling",Tooth trimming,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,4.2,3.98,Dietary Imbalance,"Loose stools, Lethargy",Probiotics,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,5.8,3.98,Dehydration,"Loss of appetite, Lethargy",Fluid therapy,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,6.8,3.58,Obesity,"Breathing issues, Difficulty moving",Dietary changes,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,3.9,3.89,Obesity,"Difficulty moving, Reduced activity",Exercise encouragement,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,3.5,3.23,Obesity,"Reduced activity, Difficulty moving",Exercise encouragement,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,2.2,2.27,Dietary Imbalance,"Lethargy, Gas",Diet correction,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,7.6,3.29,Dietary Imbalance,"Lethargy, Loose stools",Diet correction,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,7.8,3.38,Dehydration,"Loss of appetite, Lethargy",Fluid therapy,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,3.4,3.15,Foreign Body Ingestion,"Loss of appetite, Abdominal pain",Surgical removal,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,4.9,3.27,Stress,"Refusal to eat, Hiding",Environmental changes,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,2.1,1.58,Dental Malocclusion,"Difficulty eating, Weight loss",Tooth trimming,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,2.9,1.75,Foreign Body Ingestion,"Reduced activity, Loss of appetite",Surgical removal,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,5.6,3.35,Obesity,"Reduced activity, Breathing issues",Exercise encouragement,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,8.7,4.09,Dietary Imbalance,"Gas, Lethargy",Diet correction,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,6.0,3.59,Dietary Imbalance,"Gas, Lethargy",Probiotics,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,8.6,4.95,Obesity,"Reduced activity, Difficulty moving",Exercise encouragement,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,7.3,3.26,Dental Malocclusion,"Weight loss, Drooling",Pain relief medication,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,8.7,4.33,Dietary Imbalance,"Lethargy, Loose stools",Diet correction,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,7.3,3.65,Dental Malocclusion,"Difficulty eating, Drooling",Tooth trimming,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,1.4,1.65,Stress,"Hiding, Refusal to eat",Environmental changes,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,6.7,4.09,Stress,"Hiding, Refusal to eat",Calming aids,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,9.8,4.92,Dental Malocclusion,"Difficulty eating, Weight loss",Pain relief medication,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,3.5,3.89,Dietary Imbalance,"Lethargy, Loose stools",Diet correction,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,3.3,3.39,Dental Malocclusion,"Difficulty eating, Drooling",Tooth trimming,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,1.4,2.21,Dental Malocclusion,"Difficulty eating, Weight loss",Pain relief medication,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,0.4,0.84,Foreign Body Ingestion,"Loss of appetite, Reduced activity",Monitoring,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,9.6,3.59,Dietary Imbalance,"Loose stools, Gas",Diet correction,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,6.2,3.47,Obesity,"Reduced activity, Breathing issues",Exercise encouragement,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,4.3,3.8,Dietary Imbalance,"Loose stools, Gas",Probiotics,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,9.4,3.27,Dehydration,"Dry skin, Lethargy",Fluid therapy,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,7.6,4.58,Dental Malocclusion,"Weight loss, Difficulty eating",Tooth trimming,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,3.6,3.5,Obesity,"Difficulty moving, Breathing issues",Dietary changes,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,7.1,3.51,Obesity,"Difficulty moving, Reduced activity",Dietary changes,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,8.7,4.33,Obesity,"Breathing issues, Difficulty moving",Exercise encouragement,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,9.9,4.69,Dental Malocclusion,"Drooling, Weight loss",Pain relief medication,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,2.4,1.85,Dental Malocclusion,"Drooling, Weight loss",Tooth trimming,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,4.6,3.74,Obesity,"Difficulty moving, Reduced activity",Dietary changes,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,2.8,1.78,Dental Malocclusion,"Drooling, Weight loss",Tooth trimming,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,2.5,2.41,Dehydration,"Dry skin, Loss of appetite",Fluid therapy,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,2.3,2.24,Dehydration,"Loss of appetite, Dry skin",Encouraging water intake,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,3.6,3.25,Obesity,"Difficulty moving, Breathing issues",Dietary changes,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,2.4,2.19,Dental Malocclusion,"Drooling, Difficulty eating",Pain relief medication,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,9.7,4.02,Obesity,"Difficulty moving, Reduced activity",Dietary changes,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,5.3,3.24,Dietary Imbalance,"Lethargy, Loose stools",Probiotics,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,9.3,3.17,Dehydration,"Loss of appetite, Dry skin",Fluid therapy,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,5.8,2.66,Foreign Body Ingestion,"Reduced activity, Abdominal pain",Monitoring,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,6.2,3.44,Dehydration,"Lethargy, Dry skin",Fluid therapy,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,0.8,0.47,Foreign Body Ingestion,"Loss of appetite, Reduced activity",Surgical removal,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,8.5,4.15,Stress,"Refusal to eat, Weight loss",Environmental changes,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,5.6,3.21,Dietary Imbalance,"Loose stools, Lethargy",Diet correction,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,2.4,2.33,Dehydration,"Loss of appetite, Dry skin",Encouraging water intake,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,5.0,2.97,Foreign Body Ingestion,"Abdominal pain, Reduced activity",Monitoring,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,9.2,4.76,Dental Malocclusion,"Weight loss, Drooling",Tooth trimming,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,1.3,1.27,Foreign Body Ingestion,"Abdominal pain, Reduced activity",Monitoring,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,1.3,2.21,Dehydration,"Loss of appetite, Dry skin",Encouraging water intake,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,6.0,3.67,Foreign Body Ingestion,"Loss of appetite, Abdominal pain",Surgical removal,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,1.4,1.21,Foreign Body Ingestion,"Reduced activity, Abdominal pain",Monitoring,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,1.3,1.42,Obesity,"Difficulty moving, Reduced activity",Dietary changes,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,2.2,1.81,Dental Malocclusion,"Difficulty eating, Weight loss",Tooth trimming,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,7.2,3.56,Dehydration,"Lethargy, Dry skin",Encouraging water intake,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,4.8,3.26,Obesity,"Reduced activity, Breathing issues",Dietary changes,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,3.1,3.54,Stress,"Refusal to eat, Weight loss",Environmental changes,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,7.5,4.89,Foreign Body Ingestion,"Abdominal pain, Loss of appetite",Monitoring,Gastrointestinal Stasis
Rabbit,Mini Rex Rabbit,2.8,2.0,Parasitic Infestation,"Scratching, Bald Spots, Scaly Skin",Bathing Solutions,Mange
Rabbit,Mini Rex Rabbit,8.7,2.0,Skin Allergies,"Redness, Itching","Topical Creams, Antihistamines",Mange
Rabbit,Mini Rex Rabbit,0.4,0.4,Poor Nutrition,"Dull Coat, Weakness, Weight Loss","Diet Improvement, Supplements",Mange
Rabbit,Mini Rex Rabbit,9.8,3.7,Poor Nutrition,Weight Loss,Supplements,Mange
Rabbit,Mini Rex Rabbit,4.1,2.4,Skin Allergies,Redness,Antihistamines,Mange
Rabbit,Mini Rex Rabbit,6.1,4.4,Poor Nutrition,"Weight Loss, Weakness, Dull Coat","Diet Improvement, Supplements",Mange
Rabbit,Mini Rex Rabbit,9.2,3.3,Fungal Infection,Odour,"Antifungal Medication, Isolation",Mange
Rabbit,Mini Rex Rabbit,6.3,2.4,Skin Allergies,"Redness, Itching, Hair Loss","Topical Creams, Antihistamines",Mange
Rabbit,Mini Rex Rabbit,7.8,3.8,Poor Nutrition,"Weakness, Dull Coat",Diet Improvement,Mange
Rabbit,Mini Rex Rabbit,9.9,2.2,Poor Nutrition,"Weight Loss, Dull Coat, Weakness","Supplements, Diet Improvement",Mange
Rabbit,Mini Rex Rabbit,2.1,2.5,Poor Nutrition,"Dull Coat, Weakness, Weight Loss",Supplements,Mange
Rabbit,Mini Rex Rabbit,2.6,1.9,Fungal Infection,Lesions,"Antifungal Medication, Isolation",Mange
Rabbit,Mini Rex Rabbit,7.7,2.1,Poor Nutrition,"Weight Loss, Weakness, Dull Coat","Diet Improvement, Supplements",Mange
Rabbit,Mini Rex Rabbit,7.5,2.3,Parasitic Infestation,Scratching,"Bathing Solutions, Anti-parasitic Medication",Mange
Rabbit,Mini Rex Rabbit,9.2,4.7,Fungal Infection,Odour,Isolation,Mange
Rabbit,Mini Rex Rabbit,1.7,1.1,Skin Allergies,Hair Loss,Antihistamines,Mange
Rabbit,Mini Rex Rabbit,9.1,2.8,Skin Allergies,"Redness, Hair Loss",Topical Creams,Mange
Rabbit,Mini Rex Rabbit,7.5,2.2,Skin Allergies,Itching,"Topical Creams, Antihistamines",Mange
Rabbit,Mini Rex Rabbit,4.9,2.3,Parasitic Infestation,Bald Spots,"Bathing Solutions, Anti-parasitic Medication",Mange
Rabbit,Mini Rex Rabbit,4.9,1.9,Fungal Infection,"Odour, Lesions, Crusting",Isolation,Mange
Rabbit,Mini Rex Rabbit,2.7,1.5,Skin Allergies,"Itching, Hair Loss",Topical Creams,Mange
Rabbit,Mini Rex Rabbit,1.1,0.9,Poor Nutrition,"Dull Coat, Weakness, Weight Loss","Diet Improvement, Supplements",Mange
Rabbit,Mini Rex Rabbit,0.7,1.1,Fungal Infection,"Crusting, Lesions, Odour",Antifungal Medication,Mange
Rabbit,Mini Rex Rabbit,4.4,1.8,Fungal Infection,"Odour, Crusting, Lesions",Antifungal Medication,Mange
Rabbit,Mini Rex Rabbit,9.4,4.9,Fungal Infection,Crusting,Antifungal Medication,Mange
Rabbit,Mini Rex Rabbit,2.7,1.7,Parasitic Infestation,Scratching,"Anti-parasitic Medication, Bathing Solutions",Mange
Rabbit,Mini Rex Rabbit,3.8,1.9,Fungal Infection,"Odour, Crusting",Antifungal Medication,Mange
Rabbit,Mini Rex Rabbit,3.2,2.2,Skin Allergies,"Redness, Itching, Hair Loss",Topical Creams,Mange
Rabbit,Mini Rex Rabbit,4.4,2.2,Fungal Infection,Odour,"Isolation, Antifungal Medication",Mange
Rabbit,Mini Rex Rabbit,2.1,1.6,Poor Nutrition,"Dull Coat, Weight Loss","Diet Improvement, Supplements",Mange
Rabbit,Mini Rex Rabbit,8.4,4.6,Poor Nutrition,"Weakness, Dull Coat","Supplements, Diet Improvement",Mange
Rabbit,Mini Rex Rabbit,5.2,4.3,Parasitic Infestation,"Scaly Skin, Bald Spots, Scratching",Anti-parasitic Medication,Mange
Rabbit,Mini Rex Rabbit,4.1,1.6,Parasitic Infestation,Scaly Skin,Anti-parasitic Medication,Mange
Rabbit,Mini Rex Rabbit,5.8,3.1,Skin Allergies,"Hair Loss, Redness, Itching","Antihistamines, Topical Creams",Mange
Rabbit,Mini Rex Rabbit,2.1,2.3,Fungal Infection,"Crusting, Lesions","Isolation, Antifungal Medication",Mange
Rabbit,Mini Rex Rabbit,2.3,1.6,Parasitic Infestation,"Bald Spots, Scaly Skin","Bathing Solutions, Anti-parasitic Medication",Mange
Rabbit,Mini Rex Rabbit,0.8,1.4,Parasitic Infestation,Scratching,Anti-parasitic Medication,Mange
Rabbit,Mini Rex Rabbit,5.2,4.0,Parasitic Infestation,Bald Spots,"Anti-parasitic Medication, Bathing Solutions",Mange
Rabbit,Mini Rex Rabbit,8.9,4.6,Parasitic Infestation,"Scaly Skin, Scratching",Anti-parasitic Medication,Mange
Rabbit,Mini Rex Rabbit,5.6,2.3,Parasitic Infestation,"Scaly Skin, Scratching, Bald Spots",Anti-parasitic Medication,Mange
Rabbit,Mini Rex Rabbit,3.3,2.3,Skin Allergies,Hair Loss,Topical Creams,Mange
Rabbit,Mini Rex Rabbit,3.9,1.8,Poor Nutrition,Weight Loss,Supplements,Mange
Rabbit,Mini Rex Rabbit,10.0,3.1,Fungal Infection,"Crusting, Odour","Antifungal Medication, Isolation",Mange
Rabbit,Mini Rex Rabbit,5.8,3.4,Parasitic Infestation,"Scaly Skin, Bald Spots, Scratching",Bathing Solutions,Mange
Rabbit,Mini Rex Rabbit,2.6,2.2,Parasitic Infestation,"Scratching, Bald Spots",Anti-parasitic Medication,Mange
Rabbit,Mini Rex Rabbit,6.4,2.4,Fungal Infection,"Odour, Crusting",Antifungal Medication,Mange
Rabbit,Mini Rex Rabbit,2.0,0.8,Skin Allergies,Hair Loss,Topical Creams,Mange
Rabbit,Mini Rex Rabbit,2.6,1.5,Fungal Infection,"Odour, Lesions, Crusting","Antifungal Medication, Isolation",Mange
Rabbit,Mini Rex Rabbit,6.7,3.6,Parasitic Infestation,Scaly Skin,"Anti-parasitic Medication, Bathing Solutions",Mange
Rabbit,Mini Rex Rabbit,4.7,1.8,Parasitic Infestation,Scratching,"Anti-parasitic Medication, Bathing Solutions",Mange
Rabbit,Mini Rex Rabbit,6.4,4.5,Poor Nutrition,"Weight Loss, Dull Coat, Weakness","Diet Improvement, Supplements",Mange
Rabbit,Mini Rex Rabbit,9.5,2.1,Poor Nutrition,"Weakness, Dull Coat, Weight Loss","Supplements, Diet Improvement",Mange
Rabbit,Mini Rex Rabbit,9.2,4.3,Parasitic Infestation,"Scratching, Bald Spots",Anti-parasitic Medication,Mange
Rabbit,Mini Rex Rabbit,3.9,1.6,Fungal Infection,"Odour, Crusting","Antifungal Medication, Isolation",Mange
Rabbit,Mini Rex Rabbit,9.4,4.2,Parasitic Infestation,"Bald Spots, Scratching, Scaly Skin",Bathing Solutions,Mange
Rabbit,Mini Rex Rabbit,0.5,0.3,Parasitic Infestation,Bald Spots,Bathing Solutions,Mange
Rabbit,Mini Rex Rabbit,4.8,1.9,Poor Nutrition,"Weakness, Dull Coat, Weight Loss","Diet Improvement, Supplements",Mange
Rabbit,Mini Rex Rabbit,4.8,2.1,Skin Allergies,Itching,Topical Creams,Mange
Rabbit,Mini Rex Rabbit,0.3,0.3,Poor Nutrition,Weight Loss,"Diet Improvement, Supplements",Mange
Rabbit,Mini Rex Rabbit,6.5,2.5,Skin Allergies,Itching,"Topical Creams, Antihistamines",Mange
Rabbit,Mini Rex Rabbit,2.7,1.7,Fungal Infection,"Odour, Lesions",Antifungal Medication,Mange
Rabbit,Mini Rex Rabbit,6.2,5.0,Fungal Infection,"Crusting, Lesions, Odour","Antifungal Medication, Isolation",Mange
Rabbit,Mini Rex Rabbit,2.4,2.4,Skin Allergies,"Redness, Itching, Hair Loss","Antihistamines, Topical Creams",Mange
Rabbit,Mini Rex Rabbit,4.7,2.3,Fungal Infection,"Lesions, Crusting",Isolation,Mange
Rabbit,Mini Rex Rabbit,0.7,1.2,Parasitic Infestation,"Scaly Skin, Bald Spots, Scratching","Bathing Solutions, Anti-parasitic Medication",Mange
Rabbit,Mini Rex Rabbit,1.0,1.1,Parasitic Infestation,Scratching,"Bathing Solutions, Anti-parasitic Medication",Mange
Rabbit,Mini Rex Rabbit,4.0,2.0,Parasitic Infestation,"Scratching, Bald Spots, Scaly Skin","Bathing Solutions, Anti-parasitic Medication",Mange
Rabbit,Mini Rex Rabbit,1.6,1.1,Poor Nutrition,Dull Coat,Diet Improvement,Mange
Rabbit,Mini Rex Rabbit,2.8,1.5,Poor Nutrition,"Weight Loss, Dull Coat",Diet Improvement,Mange
Rabbit,Mini Rex Rabbit,4.8,1.9,Parasitic Infestation,Bald Spots,Bathing Solutions,Mange
Rabbit,Mini Rex Rabbit,5.3,3.1,Parasitic Infestation,"Bald Spots, Scratching, Scaly Skin","Anti-parasitic Medication, Bathing Solutions",Mange
Rabbit,Mini Rex Rabbit,2.0,1.2,Parasitic Infestation,"Scratching, Scaly Skin","Bathing Solutions, Anti-parasitic Medication",Mange
Rabbit,Mini Rex Rabbit,1.1,1.2,Skin Allergies,"Redness, Itching, Hair Loss",Topical Creams,Mange
Rabbit,Mini Rex Rabbit,3.4,2.4,Fungal Infection,Odour,"Isolation, Antifungal Medication",Mange
Rabbit,Mini Rex Rabbit,1.7,1.3,Fungal Infection,Lesions,"Antifungal Medication, Isolation",Mange
Rabbit,Mini Rex Rabbit,7.8,2.6,Fungal Infection,Crusting,"Isolation, Antifungal Medication",Mange
Rabbit,Mini Rex Rabbit,7.1,3.0,Fungal Infection,Crusting,"Antifungal Medication, Isolation",Mange
Rabbit,Mini Rex Rabbit,6.5,4.5,Fungal Infection,"Crusting, Odour","Isolation, Antifungal Medication",Mange
Rabbit,Mini Rex Rabbit,3.1,2.4,Poor Nutrition,"Weakness, Weight Loss",Supplements,Mange
Rabbit,Mini Rex Rabbit,2.9,2.3,Skin Allergies,"Itching, Redness, Hair Loss","Topical Creams, Antihistamines",Mange
Rabbit,Mini Rex Rabbit,6.0,3.6,Fungal Infection,"Crusting, Odour, Lesions",Isolation,Mange
Rabbit,Mini Rex Rabbit,9.8,2.0,Fungal Infection,"Odour, Lesions, Crusting",Isolation,Mange
Rabbit,Mini Rex Rabbit,5.0,2.2,Parasitic Infestation,"Scaly Skin, Bald Spots, Scratching",Anti-parasitic Medication,Mange
Rabbit,Mini Rex Rabbit,7.8,2.6,Parasitic Infestation,"Scaly Skin, Bald Spots, Scratching",Bathing Solutions,Mange
Rabbit,Mini Rex Rabbit,0.9,1.1,Fungal Infection,"Odour, Lesions",Antifungal Medication,Mange
Rabbit,Mini Rex Rabbit,9.3,3.9,Fungal Infection,Crusting,Antifungal Medication,Mange
Rabbit,Mini Rex Rabbit,7.2,3.7,Poor Nutrition,"Weight Loss, Dull Coat, Weakness","Supplements, Diet Improvement",Mange
Rabbit,Mini Rex Rabbit,9.9,3.9,Skin Allergies,"Redness, Itching",Topical Creams,Mange
Rabbit,Mini Rex Rabbit,4.9,2.5,Parasitic Infestation,Scaly Skin,Bathing Solutions,Mange
Rabbit,Mini Rex Rabbit,6.5,3.6,Poor Nutrition,"Weakness, Dull Coat",Diet Improvement,Mange
Rabbit,Mini Rex Rabbit,3.7,1.6,Poor Nutrition,"Weakness, Dull Coat",Diet Improvement,Mange
Rabbit,Mini Rex Rabbit,8.8,2.1,Poor Nutrition,"Weight Loss, Weakness, Dull Coat","Diet Improvement, Supplements",Mange
Rabbit,Mini Rex Rabbit,5.9,4.0,Parasitic Infestation,Scaly Skin,Bathing Solutions,Mange
Rabbit,Mini Rex Rabbit,6.1,3.2,Fungal Infection,Odour,"Antifungal Medication, Isolation",Mange
Rabbit,Mini Rex Rabbit,0.6,1.4,Fungal Infection,"Odour, Crusting, Lesions",Isolation,Mange
Rabbit,Mini Rex Rabbit,6.7,4.0,Fungal Infection,"Lesions, Odour, Crusting","Isolation, Antifungal Medication",Mange
Rabbit,Mini Rex Rabbit,8.6,2.6,Parasitic Infestation,"Scaly Skin, Bald Spots, Scratching","Bathing Solutions, Anti-parasitic Medication",Mange
Rabbit,Mini Rex Rabbit,9.7,2.1,Skin Allergies,Itching,Antihistamines,Mange
Rabbit,Mini Rex Rabbit,5.5,4.3,Fungal Infection,Odour,"Antifungal Medication, Isolation",Mange
Rabbit,Mini Rex Rabbit,2.8,1.5,Fungal Infection,"Odour, Lesions, Crusting",Antifungal Medication,Mange
Rabbit,Mini Rex Rabbit,3.0,1.76,Obesity,"Lethargy, Pressure Points","Diet Adjustment, Exercise Regimen",Ulcerative Pododermatitis
Rabbit,Mini Rex Rabbit,5.0,2.92,Inappropriate Housing,"Irritation, Hock Sores","Improved Bedding, Foot Wraps",Ulcerative Pododermatitis
Rabbit,Mini Rex Rabbit,9.0,4.61,Pressure Sores,"Swelling, Skin Lesions","Foot Padding, Topical Antibiotics",Ulcerative Pododermatitis
Rabbit,Mini Rex Rabbit,10.0,5.34,Pododermatitis Stage 1,"Mild Redness, Irritation","Pressure Relief, Antiseptic Wash",Ulcerative Pododermatitis
Rabbit,Mini Rex Rabbit,2.0,1.46,Pododermatitis Stage 1,"Mild Redness, Skin Thickening","Pressure Relief, Antiseptic Wash",Ulcerative Pododermatitis
Rabbit,Mini Rex Rabbit,5.0,2.74,Pressure Sores,"Skin Lesions, Redness","Foot Padding, Topical Antibiotics",Ulcerative Pododermatitis
Rabbit,Mini Rex Rabbit,8.0,4.28,Obesity,"Difficulty Moving, Lethargy","Exercise Regimen, Diet Adjustment",Ulcerative Pododermatitis
Rabbit,Mini Rex Rabbit,9.0,4.63,Diabetes,"Frequent Urination, Lethargy","Insulin Therapy, Diet Control",Ulcerative Pododermatitis
Rabbit,Mini Rex Rabbit,1.0,1.03,Inappropriate Housing,"Hock Sores, Irritation","Foot Wraps, Improved Bedding",Ulcerative Pododermatitis
