Pet Species,Breed,Age (years),Weight (kg),Past Diagnosis,Symptoms,Treatment,Future Disease
Chicken,Ayam Cemani Chicken,9.1,3.6,Gastrointestinal parasitism,"Poor feather condition, Weight loss, Diarrhea","Vitamin supplements, Anthelmintics",Histomoniasis
Chicken,Ayam Cemani Chicken,9.2,4.1,Trichomoniasis,"Difficulty swallowing, Weight loss, Lesions in the mouth",Metronidazole,Histomoniasis
Chicken,Ayam Cemani Chicken,9.0,2.1,Coccidiosis,Diarrhea,"Sulfaquinoxaline, Amprolium",Histomoniasis
Chicken,Ayam Cemani Chicken,2.6,2.0,Bacterial enteritis,"Dehydration, Loose droppings","Supportive care, Antibiotics",Histomoniasis
Chicken,Ayam Cemani Chicken,1.2,0.2,Gastrointestinal parasitism,"Poor feather condition, Diarrhea, Weight loss","Anthelmintics, Vitamin supplements",Histomoniasis
Chicken,Ayam Cemani Chicken,3.3,2.1,Bacterial enteritis,"Lethargy, Loose droppings, Dehydration","Antibiotics, Supportive care",Histomoniasis
Chicken,Ayam Cemani Chicken,2.8,1.1,Trichomoniasis,"Weight loss, Lesions in the mouth, Difficulty swallowing","Metronidazole, Dimetridazole",Histomoniasis
Chicken,Ayam Cemani Chicken,5.7,2.1,Gastrointestinal parasitism,"Weight loss, Diarrhea","Vitamin supplements, Anthelmintics",Histomoniasis
Chicken,Ayam Cemani Chicken,4.9,1.2,Trichomoniasis,"Lesions in the mouth, Weight loss","Dimetridazole, Metronidazole",Histomoniasis
Chicken,Ayam Cemani Chicken,6.5,3.2,Bacterial enteritis,"Loose droppings, Dehydration, Lethargy","Supportive care, Antibiotics",Histomoniasis
Chicken,Ayam Cemani Chicken,8.7,1.8,Bacterial enteritis,"Dehydration, Lethargy, Loose droppings",Supportive care,Histomoniasis
Chicken,Ayam Cemani Chicken,9.9,4.4,Trichomoniasis,Weight loss,"Dimetridazole, Metronidazole",Histomoniasis
Chicken,Ayam Cemani Chicken,7.3,4.6,Environmental Stress,"Stress Indicators, Reduced Egg Production",Behavioral Management,Newcastle Disease
Chicken,Ayam Cemani Chicken,8.8,4.8,Respiratory Infection,"Coughing, Labored Breathing",Antibiotics,Newcastle Disease
Chicken,Ayam Cemani Chicken,6.0,4.0,Respiratory Infection,"Coughing, Sneezing",Vitamin Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,3.3,3.0,Respiratory Infection,"Labored Breathing, Sneezing",Vitamin Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,3.5,2.8,Avian Influenza Exposure,"Fever, Reduced Appetite",Antiviral Drugs,Newcastle Disease
Chicken,Ayam Cemani Chicken,8.4,4.7,Nutritional Deficiency,"Feather Loss, Weakness",Nutritional Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,2.7,2.2,Congenital Weakness,"Lethargy, Weak Legs",Physical Therapy,Newcastle Disease
Chicken,Ayam Cemani Chicken,1.3,1.1,Nutritional Deficiency,"Feather Loss, Weakness",Nutritional Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,3.5,3.4,Environmental Stress,"Reduced Egg Production, Feather Pecking",Behavioral Management,Newcastle Disease
Chicken,Ayam Cemani Chicken,2.9,1.1,Environmental Stress,"Stress Indicators, Feather Pecking",Behavioral Management,Newcastle Disease
Chicken,Ayam Cemani Chicken,5.9,3.3,Congenital Weakness,"Weak Legs, Poor Growth",Physical Therapy,Newcastle Disease
Chicken,Ayam Cemani Chicken,3.3,3.2,Respiratory Infection,"Coughing, Labored Breathing",Antibiotics,Newcastle Disease
Chicken,Ayam Cemani Chicken,0.3,0.4,Avian Influenza Exposure,"Reduced Appetite, Diarrhea",Antiviral Drugs,Newcastle Disease
Chicken,Ayam Cemani Chicken,4.4,3.8,Respiratory Infection,"Labored Breathing, Coughing",Antibiotics,Newcastle Disease
Chicken,Ayam Cemani Chicken,2.9,1.2,Nutritional Deficiency,"Weight Loss, Feather Loss",Nutritional Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,2.4,2.4,Congenital Weakness,"Poor Growth, Lethargy",Physical Therapy,Newcastle Disease
Chicken,Ayam Cemani Chicken,1.8,1.1,Congenital Weakness,"Poor Growth, Weak Legs",Physical Therapy,Newcastle Disease
Chicken,Ayam Cemani Chicken,2.4,1.7,Congenital Weakness,"Weak Legs, Poor Growth",Supportive Care,Newcastle Disease
Chicken,Ayam Cemani Chicken,2.3,1.4,Avian Influenza Exposure,"Diarrhea, Reduced Appetite",Supportive Care,Newcastle Disease
Chicken,Ayam Cemani Chicken,5.8,3.1,Respiratory Infection,"Sneezing, Coughing",Vitamin Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,5.2,3.4,Nutritional Deficiency,"Weight Loss, Feather Loss",Nutritional Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,1.9,2.4,Environmental Stress,"Stress Indicators, Reduced Egg Production",Environmental Modification,Newcastle Disease
Chicken,Ayam Cemani Chicken,6.3,4.9,Environmental Stress,"Reduced Egg Production, Feather Pecking",Behavioral Management,Newcastle Disease
Chicken,Ayam Cemani Chicken,5.3,2.8,Avian Influenza Exposure,"Diarrhea, Fever",Antiviral Drugs,Newcastle Disease
Chicken,Ayam Cemani Chicken,7.9,4.7,Avian Influenza Exposure,"Diarrhea, Reduced Appetite",Supportive Care,Newcastle Disease
Chicken,Ayam Cemani Chicken,6.7,4.7,Avian Influenza Exposure,"Reduced Appetite, Fever",Supportive Care,Newcastle Disease
Chicken,Ayam Cemani Chicken,2.8,2.0,Respiratory Infection,"Labored Breathing, Coughing",Antibiotics,Newcastle Disease
Chicken,Ayam Cemani Chicken,3.8,2.8,Environmental Stress,"Feather Pecking, Stress Indicators",Behavioral Management,Newcastle Disease
Chicken,Ayam Cemani Chicken,4.2,2.6,Nutritional Deficiency,"Weakness, Weight Loss",Nutritional Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,7.7,4.9,Environmental Stress,"Reduced Egg Production, Feather Pecking",Environmental Modification,Newcastle Disease
Chicken,Ayam Cemani Chicken,7.7,4.6,Avian Influenza Exposure,"Fever, Reduced Appetite",Supportive Care,Newcastle Disease
Chicken,Ayam Cemani Chicken,9.9,5.0,Congenital Weakness,"Lethargy, Weak Legs",Physical Therapy,Newcastle Disease
Chicken,Ayam Cemani Chicken,9.6,4.1,Congenital Weakness,"Weak Legs, Lethargy",Physical Therapy,Newcastle Disease
Chicken,Ayam Cemani Chicken,4.8,3.3,Respiratory Infection,"Sneezing, Coughing",Vitamin Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,6.7,4.2,Environmental Stress,"Feather Pecking, Reduced Egg Production",Behavioral Management,Newcastle Disease
Chicken,Ayam Cemani Chicken,5.4,3.0,Nutritional Deficiency,"Feather Loss, Weakness",Diet Adjustment,Newcastle Disease
Chicken,Ayam Cemani Chicken,0.5,0.3,Environmental Stress,"Reduced Egg Production, Stress Indicators",Behavioral Management,Newcastle Disease
Chicken,Ayam Cemani Chicken,6.1,4.3,Nutritional Deficiency,"Weakness, Weight Loss",Diet Adjustment,Newcastle Disease
Chicken,Ayam Cemani Chicken,5.7,3.4,Avian Influenza Exposure,"Fever, Reduced Appetite",Antiviral Drugs,Newcastle Disease
Chicken,Ayam Cemani Chicken,6.8,4.1,Respiratory Infection,"Coughing, Sneezing",Antibiotics,Newcastle Disease
Chicken,Ayam Cemani Chicken,9.9,4.1,Avian Influenza Exposure,"Reduced Appetite, Fever",Antiviral Drugs,Newcastle Disease
Chicken,Ayam Cemani Chicken,0.3,0.5,Avian Influenza Exposure,"Reduced Appetite, Fever",Antiviral Drugs,Newcastle Disease
Chicken,Ayam Cemani Chicken,1.2,0.8,Nutritional Deficiency,"Weight Loss, Feather Loss",Diet Adjustment,Newcastle Disease
Chicken,Ayam Cemani Chicken,9.0,4.3,Respiratory Infection,"Sneezing, Labored Breathing",Vitamin Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,8.0,4.9,Nutritional Deficiency,"Weakness, Weight Loss",Nutritional Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,3.6,3.2,Congenital Weakness,"Weak Legs, Lethargy",Supportive Care,Newcastle Disease
Chicken,Ayam Cemani Chicken,7.0,4.6,Congenital Weakness,"Poor Growth, Lethargy",Physical Therapy,Newcastle Disease
Chicken,Ayam Cemani Chicken,9.1,4.8,Congenital Weakness,"Lethargy, Weak Legs",Supportive Care,Newcastle Disease
Chicken,Ayam Cemani Chicken,2.9,2.2,Avian Influenza Exposure,"Fever, Reduced Appetite",Supportive Care,Newcastle Disease
Chicken,Ayam Cemani Chicken,4.5,3.3,Environmental Stress,"Stress Indicators, Reduced Egg Production",Environmental Modification,Newcastle Disease
Chicken,Ayam Cemani Chicken,3.2,3.4,Nutritional Deficiency,"Weakness, Feather Loss",Diet Adjustment,Newcastle Disease
Chicken,Ayam Cemani Chicken,2.1,1.5,Congenital Weakness,"Lethargy, Weak Legs",Physical Therapy,Newcastle Disease
Chicken,Ayam Cemani Chicken,3.9,3.3,Nutritional Deficiency,"Feather Loss, Weakness",Diet Adjustment,Newcastle Disease
Chicken,Ayam Cemani Chicken,9.2,4.2,Congenital Weakness,"Lethargy, Poor Growth",Physical Therapy,Newcastle Disease
Chicken,Ayam Cemani Chicken,5.8,4.0,Nutritional Deficiency,"Weight Loss, Weakness",Nutritional Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,7.2,4.1,Respiratory Infection,"Coughing, Labored Breathing",Vitamin Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,7.8,4.9,Congenital Weakness,"Weak Legs, Lethargy",Physical Therapy,Newcastle Disease
Chicken,Ayam Cemani Chicken,0.3,0.4,Nutritional Deficiency,"Weakness, Weight Loss",Nutritional Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,0.4,0.4,Nutritional Deficiency,"Weight Loss, Feather Loss",Diet Adjustment,Newcastle Disease
Chicken,Ayam Cemani Chicken,6.2,5.0,Avian Influenza Exposure,"Reduced Appetite, Diarrhea",Antiviral Drugs,Newcastle Disease
Chicken,Ayam Cemani Chicken,5.2,3.6,Congenital Weakness,"Lethargy, Weak Legs",Supportive Care,Newcastle Disease
Chicken,Ayam Cemani Chicken,4.2,2.6,Respiratory Infection,"Coughing, Sneezing",Vitamin Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,4.9,3.2,Environmental Stress,"Reduced Egg Production, Feather Pecking",Environmental Modification,Newcastle Disease
Chicken,Ayam Cemani Chicken,5.3,3.4,Respiratory Infection,"Labored Breathing, Sneezing",Antibiotics,Newcastle Disease
Chicken,Ayam Cemani Chicken,6.5,4.4,Environmental Stress,"Feather Pecking, Reduced Egg Production",Environmental Modification,Newcastle Disease
Chicken,Ayam Cemani Chicken,4.1,3.1,Respiratory Infection,"Sneezing, Labored Breathing",Vitamin Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,5.5,3.4,Respiratory Infection,"Coughing, Sneezing",Antibiotics,Newcastle Disease
Chicken,Ayam Cemani Chicken,8.2,4.1,Congenital Weakness,"Weak Legs, Lethargy",Physical Therapy,Newcastle Disease
Chicken,Ayam Cemani Chicken,0.5,0.8,Congenital Weakness,"Weak Legs, Poor Growth",Physical Therapy,Newcastle Disease
Chicken,Ayam Cemani Chicken,5.8,3.0,Respiratory Infection,"Labored Breathing, Coughing",Vitamin Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,0.5,0.2,Avian Influenza Exposure,"Fever, Reduced Appetite",Antiviral Drugs,Newcastle Disease
Chicken,Ayam Cemani Chicken,6.0,4.4,Avian Influenza Exposure,"Reduced Appetite, Fever",Antiviral Drugs,Newcastle Disease
Chicken,Ayam Cemani Chicken,8.6,4.9,Environmental Stress,"Reduced Egg Production, Feather Pecking",Environmental Modification,Newcastle Disease
Chicken,Ayam Cemani Chicken,7.6,4.5,Avian Influenza Exposure,"Diarrhea, Fever",Supportive Care,Newcastle Disease
Chicken,Ayam Cemani Chicken,9.6,4.9,Environmental Stress,"Stress Indicators, Feather Pecking",Environmental Modification,Newcastle Disease
Chicken,Ayam Cemani Chicken,1.6,2.4,Respiratory Infection,"Sneezing, Coughing",Vitamin Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,8.8,4.2,Nutritional Deficiency,"Feather Loss, Weight Loss",Diet Adjustment,Newcastle Disease
Chicken,Ayam Cemani Chicken,9.9,4.8,Environmental Stress,"Reduced Egg Production, Feather Pecking",Environmental Modification,Newcastle Disease
Chicken,Ayam Cemani Chicken,3.5,4.0,Nutritional Deficiency,"Weight Loss, Weakness",Diet Adjustment,Newcastle Disease
Chicken,Ayam Cemani Chicken,1.2,1.0,Nutritional Deficiency,"Feather Loss, Weakness",Nutritional Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,7.0,4.2,Respiratory Infection,"Coughing, Sneezing",Vitamin Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,6.0,4.7,Congenital Weakness,"Weak Legs, Lethargy",Supportive Care,Newcastle Disease
Chicken,Ayam Cemani Chicken,2.7,1.9,Environmental Stress,"Reduced Egg Production, Feather Pecking",Environmental Modification,Newcastle Disease
Chicken,Ayam Cemani Chicken,6.5,4.8,Congenital Weakness,"Poor Growth, Weak Legs",Physical Therapy,Newcastle Disease
Chicken,Ayam Cemani Chicken,2.6,2.4,Respiratory Infection,"Sneezing, Labored Breathing",Antibiotics,Newcastle Disease
Chicken,Ayam Cemani Chicken,2.5,2.3,Avian Influenza Exposure,"Fever, Reduced Appetite",Antiviral Drugs,Newcastle Disease
Chicken,Ayam Cemani Chicken,2.7,2.2,Nutritional Deficiency,"Weakness, Feather Loss",Diet Adjustment,Newcastle Disease
Chicken,Ayam Cemani Chicken,0.6,0.6,Environmental Stress,"Feather Pecking, Stress Indicators",Behavioral Management,Newcastle Disease
Chicken,Ayam Cemani Chicken,2.4,2.4,Respiratory Infection,"Sneezing, Coughing",Antibiotics,Newcastle Disease
Chicken,Ayam Cemani Chicken,8.7,4.4,Congenital Weakness,"Weak Legs, Poor Growth",Physical Therapy,Newcastle Disease
Chicken,Ayam Cemani Chicken,9.8,4.9,Nutritional Deficiency,"Weakness, Feather Loss",Nutritional Supplements,Newcastle Disease
Chicken,Ayam Cemani Chicken,1.5,2.4,Environmental Stress,"Reduced Egg Production, Feather Pecking",Environmental Modification,Newcastle Disease
Chicken,Ayam Cemani Chicken,4.9,3.7,Environmental Stress,"Stress Indicators, Reduced Egg Production",Environmental Modification,Newcastle Disease
Chicken,Ayam Cemani Chicken,5.1,3.9,Congenital Weakness,"Lethargy, Poor Growth",Supportive Care,Newcastle Disease
Chicken,Ayam Cemani Chicken,1.3,0.8,Environmental Stress,"Feather Pecking, Reduced Egg Production",Environmental Modification,Newcastle Disease
Chicken,Ayam Cemani Chicken,3.1,2.8,Congenital Weakness,"Lethargy, Poor Growth",Physical Therapy,Newcastle Disease
Chicken,Ayam Cemani Chicken,8.4,4.6,Avian Influenza Exposure,"Reduced Appetite, Fever",Antiviral Drugs,Newcastle Disease
