Pet Species,Breed,Age (years),Weight (kg),Past Diagnosis,Symptoms,Treatment,Future Disease
Dog,Aspin,2.8,33.6,Heat exhaustion; Dehydration,Drooling; Sunken eyes,Cooling therapy; Fluid therapy,Heatstroke
Dog,Aspin,2.6,29.2,Dehydration; Respiratory distress,Sunken eyes; Rapid breathing,Fluid therapy; Oxygen therapy,Heatstroke
Dog,Aspin,1.7,11.3,Heat exhaustion; Respiratory distress,Drooling; Wheezing,Cooling therapy; Oxygen therapy,Heatstroke
Dog,Aspin,10.5,22.9,Heat exhaustion; Respiratory distress,Red gums; Wheezing,Cooling therapy; Oxygen therapy,Heatstroke
Dog,Aspin,7.9,16.3,Dehydration,Sunken eyes,Fluid therapy,Heatstroke
Dog,Aspin,7.1,25.1,Respiratory distress,Wheezing,Oxygen therapy,Heatstroke
Dog,Aspin,2.2,26.5,Obesity,Reduced activity,Weight management plan,Heatstroke
Dog,Aspin,9.8,11.5,Heat exhaustion; Respiratory distress,Drooling; Wheezing,Cooling therapy; Oxygen therapy,Heatstroke
Dog,Aspin,1.0,25.5,Obesity; Dehydration,Reduced activity; Lethargy,Weight management plan; Fluid therapy,Heatstroke
Dog,Aspin,2.7,21.3,Dehydration,Sunken eyes,Fluid therapy,Heatstroke
Dog,Aspin,9.3,23.7,Respiratory distress; Obesity,Wheezing; Difficulty breathing,Oxygen therapy; Weight management plan,Heatstroke
Dog,Aspin,11.1,34.9,Heat exhaustion,Drooling,Cooling therapy,Heatstroke
Dog,Aspin,3.9,33.9,Respiratory distress; Heat exhaustion,Rapid breathing; Panting,Oxygen therapy; Cooling therapy,Heatstroke
Dog,Aspin,7.8,23.6,Respiratory distress,Rapid breathing,Oxygen therapy,Heatstroke
Dog,Aspin,9.3,8.0,Dehydration; Obesity,Sunken eyes; Reduced activity,Fluid therapy; Weight management plan,Heatstroke
Dog,Aspin,5.7,32.9,Heat exhaustion; Respiratory distress,Drooling; Rapid breathing,Cooling therapy; Oxygen therapy,Heatstroke
Dog,Aspin,6.8,10.4,Obesity; Dehydration,Reduced activity; Dry gums,Weight management plan; Fluid therapy,Heatstroke
Dog,Aspin,10.0,16.2,Dehydration; Respiratory distress,Lethargy; Rapid breathing,Fluid therapy; Oxygen therapy,Heatstroke
Dog,Aspin,5.2,19.0,Heat exhaustion,Drooling,Cooling therapy,Heatstroke
Dog,Aspin,1.9,28.9,Heat exhaustion,Drooling,Cooling therapy,Heatstroke
Dog,Aspin,3.8,10.8,Dehydration,Sunken eyes,Fluid therapy,Heatstroke
Dog,Aspin,9.7,30.4,Respiratory distress,Wheezing,Oxygen therapy,Heatstroke
Dog,Aspin,8.3,34.4,Dehydration,Sunken eyes,Fluid therapy,Heatstroke
Dog,Aspin,1.7,23.5,Heat exhaustion,Red gums,Cooling therapy,Heatstroke
Dog,Aspin,9.4,18.0,Dehydration; Heat exhaustion,Sunken eyes; Red gums,Fluid therapy; Cooling therapy,Heatstroke
Dog,Aspin,7.4,30.0,Obesity; Respiratory distress,Reduced activity; Rapid breathing,Weight management plan; Oxygen therapy,Heatstroke
Dog,Aspin,1.7,20.4,Heat exhaustion,Drooling,Cooling therapy,Heatstroke
Dog,Aspin,3.7,24.4,Obesity; Respiratory distress,Difficulty breathing; Rapid breathing,Weight management plan; Oxygen therapy,Heatstroke
Dog,Aspin,7.7,20.0,Heat exhaustion; Respiratory distress,Panting; Rapid breathing,Cooling therapy; Oxygen therapy,Heatstroke
Dog,Aspin,1.1,13.5,Heat exhaustion,Red gums,Cooling therapy,Heatstroke
Dog,Aspin,4.5,25.0,Respiratory distress; Obesity,Rapid breathing; Reduced activity,Oxygen therapy; Weight management plan,Heatstroke
Dog,Aspin,3.6,30.0,Dehydration,Lethargy,Fluid therapy,Heatstroke
Dog,Aspin,10.6,22.4,Obesity; Dehydration,Difficulty breathing; Lethargy,Weight management plan; Fluid therapy,Heatstroke
Dog,Aspin,0.5,16.8,Obesity; Respiratory distress,Reduced activity; Rapid breathing,Weight management plan; Oxygen therapy,Heatstroke
Dog,Aspin,3.5,17.6,Dehydration,Dry gums,Fluid therapy,Heatstroke
Dog,Aspin,2.1,30.2,Obesity,Difficulty breathing,Weight management plan,Heatstroke
Dog,Aspin,8.0,24.0,Babesiosis,Lethargy,Anti-parasitic Medication,Ehrlichiosis
Dog,Aspin,2.5,21.3,"Lyme Disease, Tick-borne Fever","Lameness, Lethargy","Anti-inflammatory Drugs, Tick Prevention",Ehrlichiosis
Dog,Aspin,2.5,12.7,"Tick Infestation, Tick-borne Fever","Itching, Lethargy","Topical Medications, Tick Prevention",Ehrlichiosis
Dog,Aspin,0.5,13.7,Lyme Disease,Fever,Anti-inflammatory Drugs,Ehrlichiosis
Dog,Aspin,7.5,15.0,Lyme Disease,Fever,Anti-inflammatory Drugs,Ehrlichiosis
Dog,Aspin,6.5,24.4,Anemia,Fatigue,Blood Transfusion,Ehrlichiosis
Dog,Aspin,8.5,23.3,"Anemia, Lyme Disease","Weakness, Swollen Joints","Blood Transfusion, Antibiotics",Ehrlichiosis
Dog,Aspin,3.0,12.5,"Tick Infestation, Tick-borne Fever","Redness, Loss of Appetite","Tick Removal, Tick Prevention",Ehrlichiosis
Dog,Aspin,7.5,21.0,"Tick-borne Fever, Babesiosis","Lethargy, Jaundice","Tick Prevention, Anti-parasitic Medication",Ehrlichiosis
Dog,Aspin,0.5,10.4,Babesiosis,Jaundice,Blood Transfusion,Ehrlichiosis
Dog,Aspin,8.0,23.3,"Babesiosis, Anemia","Jaundice, Weakness","Anti-parasitic Medication, Blood Transfusion",Ehrlichiosis
Dog,Aspin,8.0,18.6,"Tick-borne Fever, Babesiosis","Fever, Lethargy","Antibiotics, Anti-parasitic Medication",Ehrlichiosis
Dog,Aspin,3.0,13.4,"Anemia, Lyme Disease","Weakness, Fever","Iron Supplements, Anti-inflammatory Drugs",Ehrlichiosis
Dog,Aspin,1.5,20.4,Babesiosis,Jaundice,Blood Transfusion,Ehrlichiosis
Dog,Aspin,1.5,17.2,Babesiosis,Dark Urine,Anti-parasitic Medication,Ehrlichiosis
Dog,Aspin,7.5,24.9,Babesiosis,Lethargy,Anti-parasitic Medication,Ehrlichiosis
Dog,Aspin,1.0,14.5,"Tick Infestation, Lyme Disease","Itching, Swollen Joints","Topical Medications, Antibiotics",Ehrlichiosis
Dog,Aspin,8.0,21.7,"Babesiosis, Tick Infestation","Jaundice, Skin Irritation","Anti-parasitic Medication, Topical Medications",Ehrlichiosis
Dog,Aspin,5.0,19.1,Lyme Disease,Swollen Joints,Antibiotics,Ehrlichiosis
Dog,Aspin,8.0,24.3,"Babesiosis, Anemia","Lethargy, Pale Gums","Anti-parasitic Medication, Iron Supplements",Ehrlichiosis
Dog,Aspin,7.0,21.3,"Lyme Disease, Anemia","Lameness, Pale Gums","Anti-inflammatory Drugs, Iron Supplements",Ehrlichiosis
Dog,Aspin,8.0,17.4,"Tick Infestation, Babesiosis","Itching, Lethargy","Tick Removal, Blood Transfusion",Ehrlichiosis
Dog,Aspin,0.5,13.5,Anemia,Fatigue,Iron Supplements,Ehrlichiosis
Dog,Aspin,8.5,20.8,"Anemia, Tick Infestation","Fatigue, Itching","Blood Transfusion, Topical Medications",Ehrlichiosis
Dog,Aspin,4.5,21.9,"Anemia, Babesiosis","Pale Gums, Lethargy","Blood Transfusion, Blood Transfusion",Ehrlichiosis
Dog,Aspin,2.0,11.4,Tick Infestation,Itching,Tick Removal,Ehrlichiosis
Dog,Aspin,7.5,16.4,Anemia,Weakness,Iron Supplements,Ehrlichiosis
Dog,Aspin,5.5,23.6,Lyme Disease,Fever,Antibiotics,Ehrlichiosis
Dog,Aspin,9.0,20.1,"Tick Infestation, Babesiosis","Itching, Dark Urine","Tick Removal, Anti-parasitic Medication",Ehrlichiosis
Dog,Aspin,8.5,17.7,"Babesiosis, Lyme Disease","Jaundice, Lameness","Anti-parasitic Medication, Antibiotics",Ehrlichiosis
Dog,Aspin,4.5,16.1,"Tick-borne Fever, Anemia","Fever, Fatigue","Antibiotics, Blood Transfusion",Ehrlichiosis
Dog,Aspin,7.0,14.0,"Tick-borne Fever, Lyme Disease","Lethargy, Fever","Antibiotics, Antibiotics",Ehrlichiosis
Dog,Aspin,4.0,22.7,Lyme Disease,Lameness,Anti-inflammatory Drugs,Ehrlichiosis
Dog,Aspin,7.5,21.6,Lyme Disease,Lameness,Antibiotics,Ehrlichiosis
Dog,Aspin,8.0,20.6,Tick Infestation,Redness,Tick Removal,Ehrlichiosis
Dog,Aspin,6.5,16.5,"Babesiosis, Anemia","Dark Urine, Fatigue","Blood Transfusion, Blood Transfusion",Ehrlichiosis
Dog,Aspin,6.0,17.8,Tick Infestation,Redness,Tick Removal,Ehrlichiosis
Dog,Aspin,5.5,16.4,Lyme Disease,Fever,Anti-inflammatory Drugs,Ehrlichiosis
Dog,Aspin,9.5,22.5,Tick Infestation,Itching,Tick Removal,Ehrlichiosis
Dog,Aspin,0.5,16.3,"Tick-borne Fever, Lyme Disease","Lethargy, Fever","Tick Prevention, Anti-inflammatory Drugs",Ehrlichiosis
Dog,Aspin,6.0,20.7,Tick-borne Fever,Loss of Appetite,Antibiotics,Ehrlichiosis
Dog,Aspin,3.0,14.4,"Anemia, Tick-borne Fever","Pale Gums, Lethargy","Blood Transfusion, Tick Prevention",Ehrlichiosis
Dog,Aspin,2.0,14.0,Tick Infestation,Redness,Topical Medications,Ehrlichiosis
Dog,Aspin,6.0,24.3,Anemia,Weakness,Iron Supplements,Ehrlichiosis
Dog,Aspin,3.0,20.6,Tick-borne Fever,Lethargy,Tick Prevention,Ehrlichiosis
Dog,Aspin,9.5,21.1,"Tick Infestation, Tick-borne Fever","Itching, Fever","Topical Medications, Antibiotics",Ehrlichiosis
Dog,Aspin,6.5,21.8,"Anemia, Tick-borne Fever","Pale Gums, Fever","Blood Transfusion, Antibiotics",Ehrlichiosis
Dog,Aspin,7.0,15.3,Tick-borne Fever,Lethargy,Antibiotics,Ehrlichiosis
Dog,Aspin,3.0,12.2,Babesiosis,Lethargy,Blood Transfusion,Ehrlichiosis
Dog,Aspin,8.0,18.3,"Anemia, Lyme Disease","Weakness, Fever","Iron Supplements, Antibiotics",Ehrlichiosis
Dog,Aspin,7.5,25.1,"Lyme Disease, Anemia","Fever, Weakness","Antibiotics, Blood Transfusion",Ehrlichiosis
Dog,Aspin,2.0,11.6,Anemia,Weakness,Blood Transfusion,Ehrlichiosis
Dog,Aspin,3.0,10.5,"Tick-borne Fever, Lyme Disease","Lethargy, Swollen Joints","Tick Prevention, Antibiotics",Ehrlichiosis
Dog,Aspin,2.0,18.8,Tick-borne Fever,Lethargy,Tick Prevention,Ehrlichiosis
Dog,Aspin,7.5,15.1,Tick-borne Fever,Loss of Appetite,Tick Prevention,Ehrlichiosis
Dog,Aspin,2.5,14.8,Lyme Disease,Fever,Antibiotics,Ehrlichiosis
Dog,Aspin,6.0,17.4,"Tick Infestation, Anemia","Skin Irritation, Fatigue","Tick Removal, Blood Transfusion",Ehrlichiosis
Dog,Aspin,8.5,19.9,"Lyme Disease, Tick Infestation","Lameness, Skin Irritation","Antibiotics, Topical Medications",Ehrlichiosis
Dog,Aspin,5.5,23.7,Anemia,Weakness,Iron Supplements,Ehrlichiosis
Dog,Aspin,8.0,25.7,Lyme Disease,Fever,Anti-inflammatory Drugs,Ehrlichiosis
Dog,Aspin,6.5,19.9,Tick-borne Fever,Loss of Appetite,Tick Prevention,Ehrlichiosis
Dog,Aspin,9.5,18.0,Anemia,Pale Gums,Iron Supplements,Ehrlichiosis
Dog,Aspin,5.5,21.6,Babesiosis,Dark Urine,Blood Transfusion,Ehrlichiosis
Dog,Aspin,8.0,15.8,Tick Infestation,Skin Irritation,Topical Medications,Ehrlichiosis
Dog,Aspin,5.5,15.7,Tick Infestation,Redness,Topical Medications,Ehrlichiosis
Dog,Aspin,3.5,16.8,Tick-borne Fever,Loss of Appetite,Tick Prevention,Ehrlichiosis
Dog,Aspin,2.5,14.4,Tick Infestation,Skin Irritation,Topical Medications,Ehrlichiosis
Dog,Aspin,6.5,23.5,Babesiosis,Dark Urine,Blood Transfusion,Ehrlichiosis
Dog,Aspin,9.5,20.5,Lyme Disease,Lameness,Antibiotics,Ehrlichiosis
Dog,Aspin,7.0,16.2,Tick-borne Fever,Loss of Appetite,Tick Prevention,Ehrlichiosis
Dog,Aspin,0.5,10.7,Lyme Disease,Swollen Joints,Anti-inflammatory Drugs,Ehrlichiosis
Dog,Aspin,10.0,19.4,Anemia,Pale Gums,Blood Transfusion,Ehrlichiosis
Dog,Aspin,4.5,21.5,Tick Infestation,Skin Irritation,Topical Medications,Ehrlichiosis
Dog,Aspin,5.0,23.3,"Lyme Disease, Anemia","Fever, Pale Gums","Anti-inflammatory Drugs, Iron Supplements",Ehrlichiosis
Dog,Aspin,5.0,20.8,"Anemia, Tick Infestation","Weakness, Redness","Blood Transfusion, Topical Medications",Ehrlichiosis
Dog,Aspin,8.0,18.5,Anemia,Weakness,Blood Transfusion,Ehrlichiosis
Dog,Aspin,4.0,14.3,"Tick-borne Fever, Tick Infestation","Loss of Appetite, Skin Irritation","Tick Prevention, Tick Removal",Ehrlichiosis
Dog,Aspin,4.5,15.2,"Anemia, Tick-borne Fever","Pale Gums, Fever","Iron Supplements, Antibiotics",Ehrlichiosis
Dog,Aspin,3.0,16.7,Anemia,Weakness,Iron Supplements,Ehrlichiosis
Dog,Aspin,1.0,9.0,Anemia,Pale Gums,Iron Supplements,Ehrlichiosis
Dog,Aspin,6.5,21.8,"Babesiosis, Tick Infestation","Dark Urine, Redness","Blood Transfusion, Topical Medications",Ehrlichiosis
Dog,Aspin,4.5,13.4,"Babesiosis, Tick-borne Fever","Jaundice, Loss of Appetite","Anti-parasitic Medication, Antibiotics",Ehrlichiosis
Dog,Aspin,6.0,24.7,"Lyme Disease, Babesiosis","Fever, Dark Urine","Anti-inflammatory Drugs, Anti-parasitic Medication",Ehrlichiosis
Dog,Aspin,8.5,23.9,"Lyme Disease, Anemia","Swollen Joints, Pale Gums","Antibiotics, Blood Transfusion",Ehrlichiosis
Dog,Aspin,9.5,23.2,Tick Infestation,Skin Irritation,Tick Removal,Ehrlichiosis
Dog,Aspin,4.0,18.3,Lyme Disease,Fever,Antibiotics,Ehrlichiosis
Dog,Aspin,4.5,20.4,"Lyme Disease, Babesiosis","Lameness, Jaundice","Anti-inflammatory Drugs, Blood Transfusion",Ehrlichiosis
Dog,Aspin,3.0,10.8,Tick-borne Fever,Lethargy,Antibiotics,Ehrlichiosis
Dog,Aspin,0.5,19.4,Tick-borne Fever,Loss of Appetite,Antibiotics,Ehrlichiosis
Dog,Aspin,1.5,20.2,"Babesiosis, Tick Infestation","Lethargy, Redness","Blood Transfusion, Topical Medications",Ehrlichiosis
Dog,Aspin,9.0,17.9,"Tick Infestation, Lyme Disease","Skin Irritation, Fever","Tick Removal, Anti-inflammatory Drugs",Ehrlichiosis
Dog,Aspin,9.0,19.7,Anemia,Weakness,Iron Supplements,Ehrlichiosis
Dog,Aspin,3.5,15.6,Babesiosis,Jaundice,Blood Transfusion,Ehrlichiosis
Dog,Aspin,3.5,13.0,Babesiosis,Lethargy,Blood Transfusion,Ehrlichiosis
Dog,Aspin,7.0,22.4,Lyme Disease,Swollen Joints,Anti-inflammatory Drugs,Ehrlichiosis
Dog,Aspin,2.5,11.4,"Tick Infestation, Lyme Disease","Redness, Lameness","Tick Removal, Antibiotics",Ehrlichiosis
Dog,Aspin,3.0,16.7,Babesiosis,Jaundice,Anti-parasitic Medication,Ehrlichiosis
Dog,Aspin,0.5,9.0,"Tick-borne Fever, Babesiosis","Lethargy, Lethargy","Antibiotics, Blood Transfusion",Ehrlichiosis
Dog,Aspin,7.0,21.7,"Lyme Disease, Tick-borne Fever","Swollen Joints, Lethargy","Anti-inflammatory Drugs, Tick Prevention",Ehrlichiosis
Dog,Aspin,3.0,17.1,Babesiosis,Dark Urine,Blood Transfusion,Ehrlichiosis
Dog,Aspin,8.6,22.7,Upper Respiratory Infection,Eye Discharge,"Cough Suppressant, Antibiotics",Kennel Cough
Dog,Aspin,0.4,18.1,Upper Respiratory Infection,Eye Discharge,"Anti-inflammatory Medication, Hydration Therapy",Kennel Cough
Dog,Aspin,7.4,21.9,Upper Respiratory Infection,Sneezing,Anti-inflammatory Medication,Kennel Cough
Dog,Aspin,1.6,4.5,Allergic Rhinitis,Watery Eyes,Anti-inflammatory Medication,Kennel Cough
Dog,Aspin,2.1,5.3,"Canine Influenza, Allergic Rhinitis","Runny Nose, Watery Eyes",Anti-inflammatory Medication,Kennel Cough
Dog,Aspin,1.2,3.0,Allergic Rhinitis,Mild Sneezing,Hydration Therapy,Kennel Cough
Dog,Aspin,7.1,19.9,Upper Respiratory Infection,Sneezing,"Antibiotics, Cough Suppressant",Kennel Cough
Dog,Aspin,10.9,27.9,Canine Influenza,Coughing,Cough Suppressant,Kennel Cough
Dog,Aspin,2.6,7.3,"Canine Influenza, Allergic Rhinitis","Fever, Itchy Nose",Anti-inflammatory Medication,Kennel Cough
Dog,Aspin,0.6,18.5,"Canine Influenza, Allergic Rhinitis","Runny Nose, Itchy Nose","Hydration Therapy, Cough Suppressant",Kennel Cough
Dog,Aspin,10.6,28.9,Canine Influenza,Fever,"Antibiotics, Cough Suppressant",Kennel Cough
Dog,Aspin,8.2,23.5,"Upper Respiratory Infection, Allergic Rhinitis","Congestion, Mild Sneezing",Hydration Therapy,Kennel Cough
Dog,Aspin,11.4,30.0,"Upper Respiratory Infection, Canine Influenza","Eye Discharge, Fever","Anti-inflammatory Medication, Antibiotics",Kennel Cough
Dog,Aspin,8.0,22.6,Allergic Rhinitis,Mild Sneezing,"Antibiotics, Anti-inflammatory Medication",Kennel Cough
Dog,Aspin,10.0,26.0,Canine Influenza,Coughing,"Anti-inflammatory Medication, Cough Suppressant",Kennel Cough
Dog,Aspin,8.7,23.2,"Upper Respiratory Infection, Canine Influenza","Eye Discharge, Fever","Anti-inflammatory Medication, Hydration Therapy",Kennel Cough
Dog,Aspin,1.1,3.2,Upper Respiratory Infection,Sneezing,"Anti-inflammatory Medication, Hydration Therapy",Kennel Cough
Dog,Aspin,8.0,24.0,Upper Respiratory Infection,Sneezing,Hydration Therapy,Kennel Cough
Dog,Aspin,2.5,6.6,"Allergic Rhinitis, Canine Influenza","Watery Eyes, Fever",Antibiotics,Kennel Cough
Dog,Aspin,8.4,25.1,Canine Influenza,Fever,Hydration Therapy,Kennel Cough
Dog,Aspin,3.6,9.4,Canine Influenza,Coughing,"Hydration Therapy, Cough Suppressant",Kennel Cough
Dog,Aspin,2.5,7.1,"Canine Influenza, Upper Respiratory Infection","Coughing, Sneezing","Antibiotics, Cough Suppressant",Kennel Cough
Dog,Aspin,0.1,8.3,Allergic Rhinitis,Mild Sneezing,"Cough Suppressant, Anti-inflammatory Medication",Kennel Cough
Dog,Aspin,8.3,24.1,Allergic Rhinitis,Watery Eyes,"Anti-inflammatory Medication, Cough Suppressant",Kennel Cough
Dog,Aspin,7.0,18.1,Allergic Rhinitis,Mild Sneezing,"Hydration Therapy, Cough Suppressant",Kennel Cough
Dog,Aspin,2.9,8.7,Allergic Rhinitis,Mild Sneezing,"Cough Suppressant, Anti-inflammatory Medication",Kennel Cough
Dog,Aspin,3.6,9.4,"Canine Influenza, Allergic Rhinitis","Runny Nose, Watery Eyes","Hydration Therapy, Cough Suppressant",Kennel Cough
Dog,Aspin,10.6,29.2,Canine Influenza,Coughing,Anti-inflammatory Medication,Kennel Cough
Dog,Aspin,7.8,23.3,"Allergic Rhinitis, Canine Influenza","Watery Eyes, Runny Nose",Cough Suppressant,Kennel Cough
Dog,Aspin,9.3,27.7,"Canine Influenza, Upper Respiratory Infection","Fever, Eye Discharge",Antibiotics,Kennel Cough
Dog,Aspin,7.2,21.5,"Canine Influenza, Allergic Rhinitis","Fever, Itchy Nose",Hydration Therapy,Kennel Cough
Dog,Aspin,6.1,18.1,Upper Respiratory Infection,Eye Discharge,"Anti-inflammatory Medication, Cough Suppressant",Kennel Cough
Dog,Aspin,2.5,6.6,"Upper Respiratory Infection, Canine Influenza","Sneezing, Coughing","Hydration Therapy, Anti-inflammatory Medication",Kennel Cough
Dog,Aspin,9.3,24.2,Allergic Rhinitis,Watery Eyes,"Cough Suppressant, Antibiotics",Kennel Cough
Dog,Aspin,4.5,12.4,"Canine Influenza, Allergic Rhinitis","Coughing, Mild Sneezing",Antibiotics,Kennel Cough
