Pet Species,Breed,Age (years),Weight (kg),Past Diagnosis,Symptoms,Treatment,Future Disease
Hamster,Syrian Hamster,1.0,0.36,Congenital digestive issue,"Weakness, Chronic diarrhea","Supportive care, Probiotics",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.6,0.39,"Bacterial infection (e.g., E. coli)","Dehydration, Fever","Supportive care, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.7,0.58,Dietary imbalance,"Low energy, Diarrhea","Supplementation, Diet adjustment",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.7,0.5,Stress-related gastrointestinal disturbance,"Lethargy, Diarrhea","Supportive care, Probiotics",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,0.7,0.32,Dietary imbalance,"Weight loss, Low energy","Hydration therapy, Diet adjustment",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.5,0.55,Congenital digestive issue,"Failure to thrive, Chronic diarrhea","Supportive care, Specialized diet",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,0.5,0.2,Dietary imbalance,"Weight loss, Low energy","Diet adjustment, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.0,0.49,"Bacterial infection (e.g., E. coli)","Fever, Dehydration","Antibiotics, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.5,0.5,Poor hygiene in living conditions,"Foul-smelling stool, Diarrhea","Environmental cleaning, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.7,0.33,Congenital digestive issue,"Chronic diarrhea, Failure to thrive","Supportive care, Probiotics",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.2,0.78,Dietary imbalance,"Low energy, Weight loss","Diet adjustment, Supplementation",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.7,0.42,"Bacterial infection (e.g., E. coli)","Fever, Dehydration","Supportive care, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.1,0.29,Congenital digestive issue,"Weakness, Chronic diarrhea","Supportive care, Specialized diet",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.7,0.52,Poor hygiene in living conditions,"Lethargy, Foul-smelling stool","Probiotics, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.9,0.66,Dietary imbalance,"Weight loss, Low energy","Diet adjustment, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,0.8,0.25,Stress-related gastrointestinal disturbance,"Reduced appetite, Diarrhea","Probiotics, Supportive care",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.5,0.62,Congenital digestive issue,"Weakness, Chronic diarrhea","Probiotics, Specialized diet",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.2,0.4,Congenital digestive issue,"Weakness, Failure to thrive","Probiotics, Specialized diet",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.4,0.73,Poor hygiene in living conditions,"Lethargy, Diarrhea","Environmental cleaning, Probiotics",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.4,0.62,Dietary imbalance,"Weight loss, Low energy","Diet adjustment, Supplementation",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.8,0.96,Stress-related gastrointestinal disturbance,"Diarrhea, Lethargy","Hydration therapy, Supportive care",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.2,0.68,Poor hygiene in living conditions,"Foul-smelling stool, Lethargy","Environmental cleaning, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,0.5,0.24,"Bacterial infection (e.g., E. coli)","Fever, Dehydration","Hydration therapy, Antibiotics",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.0,0.54,Congenital digestive issue,"Chronic diarrhea, Weakness","Probiotics, Supportive care",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.2,0.67,Dietary imbalance,"Diarrhea, Low energy","Diet adjustment, Supplementation",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.4,0.56,Stress-related gastrointestinal disturbance,"Reduced appetite, Diarrhea","Supportive care, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.3,0.55,Dietary imbalance,"Weight loss, Diarrhea","Diet adjustment, Supplementation",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.1,0.45,Poor hygiene in living conditions,"Lethargy, Diarrhea","Environmental cleaning, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.7,0.51,Congenital digestive issue,"Weakness, Failure to thrive","Probiotics, Supportive care",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.2,0.39,Stress-related gastrointestinal disturbance,"Lethargy, Reduced appetite","Supportive care, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.9,0.85,Congenital digestive issue,"Chronic diarrhea, Failure to thrive","Specialized diet, Supportive care",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.6,0.54,Congenital digestive issue,"Chronic diarrhea, Weakness","Probiotics, Specialized diet",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.6,0.37,Stress-related gastrointestinal disturbance,"Lethargy, Diarrhea","Probiotics, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.4,0.71,Congenital digestive issue,"Chronic diarrhea, Failure to thrive","Supportive care, Probiotics",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.6,0.51,Dietary imbalance,"Low energy, Weight loss","Supplementation, Diet adjustment",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.7,0.8,Congenital digestive issue,"Failure to thrive, Weakness","Probiotics, Supportive care",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.0,0.51,Dietary imbalance,"Weight loss, Diarrhea","Supplementation, Diet adjustment",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.3,0.48,Congenital digestive issue,"Failure to thrive, Weakness","Specialized diet, Supportive care",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.7,0.48,Stress-related gastrointestinal disturbance,"Lethargy, Diarrhea","Hydration therapy, Probiotics",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.2,0.27,Congenital digestive issue,"Failure to thrive, Chronic diarrhea","Supportive care, Specialized diet",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.6,0.77,Poor hygiene in living conditions,"Foul-smelling stool, Diarrhea","Environmental cleaning, Probiotics",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,0.3,0.21,Stress-related gastrointestinal disturbance,"Lethargy, Reduced appetite","Probiotics, Supportive care",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.6,0.65,Dietary imbalance,"Diarrhea, Low energy","Supplementation, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.8,0.93,Dietary imbalance,"Diarrhea, Weight loss","Supplementation, Diet adjustment",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.8,0.72,Congenital digestive issue,"Failure to thrive, Chronic diarrhea","Supportive care, Probiotics",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.6,0.5,Dietary imbalance,"Diarrhea, Weight loss","Hydration therapy, Diet adjustment",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.3,0.37,Stress-related gastrointestinal disturbance,"Diarrhea, Reduced appetite","Hydration therapy, Supportive care",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.8,0.6,Poor hygiene in living conditions,"Foul-smelling stool, Lethargy","Probiotics, Environmental cleaning",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.9,0.75,"Bacterial infection (e.g., E. coli)","Diarrhea, Fever","Supportive care, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,0.5,0.22,Poor hygiene in living conditions,"Diarrhea, Foul-smelling stool","Environmental cleaning, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.5,0.44,"Bacterial infection (e.g., E. coli)","Dehydration, Diarrhea","Antibiotics, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,0.3,0.23,Stress-related gastrointestinal disturbance,"Reduced appetite, Lethargy","Supportive care, Probiotics",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.5,0.46,Poor hygiene in living conditions,"Foul-smelling stool, Diarrhea","Probiotics, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.1,0.36,Stress-related gastrointestinal disturbance,"Reduced appetite, Lethargy","Hydration therapy, Supportive care",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.9,0.61,Stress-related gastrointestinal disturbance,"Lethargy, Reduced appetite","Hydration therapy, Supportive care",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.9,0.45,Dietary imbalance,"Weight loss, Diarrhea","Diet adjustment, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,0.6,0.3,Poor hygiene in living conditions,"Lethargy, Diarrhea","Environmental cleaning, Probiotics",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.8,0.45,Stress-related gastrointestinal disturbance,"Lethargy, Diarrhea","Probiotics, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.7,0.51,Poor hygiene in living conditions,"Diarrhea, Lethargy","Environmental cleaning, Probiotics",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.1,0.55,Dietary imbalance,"Diarrhea, Weight loss","Diet adjustment, Supplementation",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.0,0.58,Congenital digestive issue,"Weakness, Failure to thrive","Probiotics, Specialized diet",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,2.2,0.61,Poor hygiene in living conditions,"Foul-smelling stool, Diarrhea","Probiotics, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.9,0.62,"Bacterial infection (e.g., E. coli)","Dehydration, Fever","Antibiotics, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,0.4,0.19,Congenital digestive issue,"Chronic diarrhea, Failure to thrive","Supportive care, Specialized diet",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,1.5,0.59,"Bacterial infection (e.g., E. coli)","Diarrhea, Dehydration","Supportive care, Hydration therapy",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,0.4,0.25,Poor hygiene in living conditions,"Lethargy, Diarrhea","Hydration therapy, Environmental cleaning",Wet Tail (Proliferative Ileitis)
Hamster,Syrian Hamster,3.59,0.25,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,3.17,0.29,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,2.43,0.34,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,4.6,0.22,Dental Issues,"Difficulty eating, Weight loss","Teeth trimming, pain management",Cheek Pouch Tumors
Hamster,Syrian Hamster,2.54,0.23,Tumor Growth,"Lump in cheek pouch, Decreased appetite",Surgical removal,Cheek Pouch Tumors
Hamster,Syrian Hamster,2.62,0.33,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,0.23,0.12,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,3.89,0.26,Dental Issues,"Difficulty eating, Weight loss","Teeth trimming, pain management",Cheek Pouch Tumors
Hamster,Syrian Hamster,2.74,0.31,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,1.76,0.34,Dental Issues,"Difficulty eating, Weight loss","Teeth trimming, pain management",Cheek Pouch Tumors
Hamster,Syrian Hamster,1.15,0.28,Tumor Growth,"Lump in cheek pouch, Decreased appetite",Surgical removal,Cheek Pouch Tumors
Hamster,Syrian Hamster,4.92,0.22,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,3.71,0.24,Tumor Growth,"Lump in cheek pouch, Decreased appetite",Surgical removal,Cheek Pouch Tumors
Hamster,Syrian Hamster,4.79,0.24,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,2.19,0.31,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,0.49,0.11,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,3.39,0.28,Dental Issues,"Difficulty eating, Weight loss","Teeth trimming, pain management",Cheek Pouch Tumors
Hamster,Syrian Hamster,2.3,0.22,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,0.97,0.26,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,0.33,0.18,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,2.08,0.33,Dental Issues,"Difficulty eating, Weight loss","Teeth trimming, pain management",Cheek Pouch Tumors
Hamster,Syrian Hamster,2.17,0.23,Dental Issues,"Difficulty eating, Weight loss","Teeth trimming, pain management",Cheek Pouch Tumors
Hamster,Syrian Hamster,4.82,0.26,Dental Issues,"Difficulty eating, Weight loss","Teeth trimming, pain management",Cheek Pouch Tumors
Hamster,Syrian Hamster,0.93,0.33,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,0.8,0.18,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,1.56,0.17,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,0.21,0.16,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,4.26,0.27,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,4.84,0.2,Tumor Growth,"Lump in cheek pouch, Decreased appetite",Surgical removal,Cheek Pouch Tumors
Hamster,Syrian Hamster,4.83,0.27,Tumor Growth,"Lump in cheek pouch, Decreased appetite",Surgical removal,Cheek Pouch Tumors
Hamster,Syrian Hamster,4.29,0.15,Dental Issues,"Difficulty eating, Weight loss","Teeth trimming, pain management",Cheek Pouch Tumors
Hamster,Syrian Hamster,4.17,0.24,Dental Issues,"Difficulty eating, Weight loss","Teeth trimming, pain management",Cheek Pouch Tumors
Hamster,Syrian Hamster,1.72,0.35,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,0.41,0.1,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,4.53,0.25,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,3.26,0.24,Dental Issues,"Difficulty eating, Weight loss","Teeth trimming, pain management",Cheek Pouch Tumors
Hamster,Syrian Hamster,0.25,0.16,Tumor Growth,"Lump in cheek pouch, Decreased appetite",Surgical removal,Cheek Pouch Tumors
Hamster,Syrian Hamster,3.11,0.28,Tumor Growth,"Lump in cheek pouch, Decreased appetite",Surgical removal,Cheek Pouch Tumors
Hamster,Syrian Hamster,0.4,0.11,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,3.51,0.23,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,1.23,0.28,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,4.2,0.19,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,0.65,0.24,Dental Issues,"Difficulty eating, Weight loss","Teeth trimming, pain management",Cheek Pouch Tumors
Hamster,Syrian Hamster,0.25,0.15,Tumor Growth,"Lump in cheek pouch, Decreased appetite",Surgical removal,Cheek Pouch Tumors
Hamster,Syrian Hamster,1.29,0.34,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,3.29,0.33,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,0.86,0.22,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,0.44,0.19,Dental Issues,"Difficulty eating, Weight loss","Teeth trimming, pain management",Cheek Pouch Tumors
Hamster,Syrian Hamster,2.39,0.25,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,0.35,0.15,Dental Issues,"Difficulty eating, Weight loss","Teeth trimming, pain management",Cheek Pouch Tumors
Hamster,Syrian Hamster,3.58,0.24,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,4.73,0.27,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,2.46,0.21,Tumor Growth,"Lump in cheek pouch, Decreased appetite",Surgical removal,Cheek Pouch Tumors
Hamster,Syrian Hamster,1.6,0.19,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,2.52,0.28,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,2.1,0.26,Tumor Growth,"Lump in cheek pouch, Decreased appetite",Surgical removal,Cheek Pouch Tumors
Hamster,Syrian Hamster,2.06,0.29,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,1.09,0.18,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,3.09,0.34,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,4.99,0.23,Tumor Growth,"Lump in cheek pouch, Decreased appetite",Surgical removal,Cheek Pouch Tumors
Hamster,Syrian Hamster,3.6,0.31,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,0.5,0.32,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,4.46,0.28,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,3.22,0.34,Tumor Growth,"Lump in cheek pouch, Decreased appetite",Surgical removal,Cheek Pouch Tumors
Hamster,Syrian Hamster,1.07,0.2,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,2.1,0.32,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,3.03,0.29,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,2.04,0.26,Dental Issues,"Difficulty eating, Weight loss","Teeth trimming, pain management",Cheek Pouch Tumors
Hamster,Syrian Hamster,1.92,0.24,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,1.93,0.31,Tumor Growth,"Lump in cheek pouch, Decreased appetite",Surgical removal,Cheek Pouch Tumors
Hamster,Syrian Hamster,1.33,0.32,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
Hamster,Syrian Hamster,0.29,0.13,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,2.0,0.27,Dental Issues,"Difficulty eating, Weight loss","Teeth trimming, pain management",Cheek Pouch Tumors
Hamster,Syrian Hamster,3.19,0.25,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,0.65,0.17,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,1.25,0.33,Cheek Pouch Impaction,"Swelling in pouch, Pain during eating","Pouch cleaning, antibiotics",Cheek Pouch Tumors
Hamster,Syrian Hamster,3.18,0.3,Tumor Growth,"Lump in cheek pouch, Decreased appetite",Surgical removal,Cheek Pouch Tumors
Hamster,Syrian Hamster,0.37,0.15,Abscess,"Redness, Pus discharge",Lancing and antibiotics,Cheek Pouch Tumors
Hamster,Syrian Hamster,4.0,0.34,Oral Infection,"Bad odor, Drooling",Antibiotics and anti-inflammatory drugs,Cheek Pouch Tumors
