Pet Species,Breed,Age (years),Weight (kg),Past Diagnosis,Symptoms,Treatment,Future Disease
Fish,Goldfish,5.2,0.52,Stress from Poor Water Quality,Loss of appetite,Use aquarium salt,Ich (White Spot Disease)
Fish,Goldfish,2.8,0.28,Temperature Shock,"Discoloration, Loss of equilibrium",Add stress coat,Ich (White Spot Disease)
Fish,Goldfish,0.6,0.2,Temperature Shock,"Loss of equilibrium, Discoloration, Rapid breathing","Stabilize water temperature, Add stress coat",Ich (White Spot Disease)
Fish,Goldfish,6.1,0.61,Temperature Shock,Loss of equilibrium,"Add stress coat, Stabilize water temperature",Ich (White Spot Disease)
Fish,Goldfish,9.9,0.99,Overcrowding,Clamped fins,"Provide proper tank space, Reduce fish density",Ich (White Spot Disease)
Fish,Goldfish,1.5,0.2,Inadequate Nutrition,"Weakness, Faded coloration, Weight loss","Add vitamins, Provide balanced diet",Ich (White Spot Disease)
Fish,Goldfish,2.2,0.22,Overcrowding,Lethargy,"Provide proper tank space, Reduce fish density",Ich (White Spot Disease)
Fish,Goldfish,7.3,0.73,Stress from Poor Water Quality,Loss of appetite,"Improve water quality, Change water, Use aquarium salt",Ich (White Spot Disease)
Fish,Goldfish,1.8,0.2,Inadequate Nutrition,"Faded coloration, Weakness, Weight loss",Add vitamins,Ich (White Spot Disease)
Fish,Goldfish,1.6,0.2,Inadequate Nutrition,Weakness,"Add vitamins, Provide balanced diet",Ich (White Spot Disease)
Fish,Goldfish,2.6,0.26,Inadequate Nutrition,Faded coloration,Provide balanced diet,Ich (White Spot Disease)
Fish,Goldfish,5.0,0.5,Inadequate Nutrition,"Weight loss, Faded coloration, Weakness",Add vitamins,Ich (White Spot Disease)
Fish,Goldfish,5.3,0.53,Inadequate Nutrition,"Faded coloration, Weight loss",Provide balanced diet,Ich (White Spot Disease)
Fish,Goldfish,5.3,0.53,Temperature Shock,"Loss of equilibrium, Discoloration, Rapid breathing",Add stress coat,Ich (White Spot Disease)
Fish,Goldfish,0.9,0.2,Stress from Poor Water Quality,Gasping for air,"Change water, Use aquarium salt, Improve water quality",Ich (White Spot Disease)
Fish,Goldfish,6.7,0.67,Inadequate Nutrition,"Weight loss, Faded coloration, Weakness",Add vitamins,Ich (White Spot Disease)
Fish,Goldfish,9.1,0.91,Stress from Poor Water Quality,"Loss of appetite, Gasping for air","Change water, Use aquarium salt, Improve water quality",Ich (White Spot Disease)
Fish,Goldfish,3.1,0.31,Temperature Shock,"Rapid breathing, Loss of equilibrium, Discoloration",Add stress coat,Ich (White Spot Disease)
Fish,Goldfish,2.9,0.29,Temperature Shock,"Discoloration, Rapid breathing","Stabilize water temperature, Add stress coat",Ich (White Spot Disease)
Fish,Goldfish,4.5,0.45,Stress from Poor Water Quality,"Gasping for air, Loss of appetite, Erratic swimming",Change water,Ich (White Spot Disease)
Fish,Goldfish,4.7,0.47,Stress from Poor Water Quality,"Erratic swimming, Loss of appetite","Improve water quality, Use aquarium salt",Ich (White Spot Disease)
Fish,Goldfish,6.8,0.68,Inadequate Nutrition,"Faded coloration, Weakness","Add vitamins, Provide balanced diet",Ich (White Spot Disease)
Fish,Goldfish,3.0,0.3,Inadequate Nutrition,Weight loss,"Provide balanced diet, Add vitamins",Ich (White Spot Disease)
Fish,Goldfish,5.7,0.57,Inadequate Nutrition,"Weight loss, Weakness, Faded coloration","Add vitamins, Provide balanced diet",Ich (White Spot Disease)
Fish,Goldfish,3.7,0.37,Overcrowding,"Weakened immune system, Lethargy, Clamped fins","Provide proper tank space, Reduce fish density",Ich (White Spot Disease)
Fish,Goldfish,8.7,0.87,Stress from Poor Water Quality,"Gasping for air, Erratic swimming","Change water, Use aquarium salt, Improve water quality",Ich (White Spot Disease)
Fish,Goldfish,7.2,0.72,Temperature Shock,Rapid breathing,Add stress coat,Ich (White Spot Disease)
Fish,Goldfish,2.7,0.27,Temperature Shock,"Loss of equilibrium, Discoloration, Rapid breathing","Stabilize water temperature, Add stress coat",Ich (White Spot Disease)
Fish,Goldfish,3.1,0.31,Inadequate Nutrition,Weight loss,Add vitamins,Ich (White Spot Disease)
Fish,Goldfish,0.6,0.2,Overcrowding,Weakened immune system,Reduce fish density,Ich (White Spot Disease)
Fish,Goldfish,8.5,0.85,Stress from Poor Water Quality,Loss of appetite,"Improve water quality, Change water, Use aquarium salt",Ich (White Spot Disease)
Fish,Goldfish,8.6,0.86,Temperature Shock,"Discoloration, Rapid breathing",Add stress coat,Ich (White Spot Disease)
Fish,Goldfish,8.7,0.87,Temperature Shock,Rapid breathing,"Add stress coat, Stabilize water temperature",Ich (White Spot Disease)
Fish,Goldfish,1.9,0.2,Temperature Shock,"Loss of equilibrium, Rapid breathing, Discoloration",Stabilize water temperature,Ich (White Spot Disease)
Fish,Goldfish,6.1,0.61,Overcrowding,"Lethargy, Clamped fins, Weakened immune system","Provide proper tank space, Reduce fish density",Ich (White Spot Disease)
Fish,Goldfish,0.9,0.2,Temperature Shock,"Discoloration, Loss of equilibrium",Add stress coat,Ich (White Spot Disease)
Fish,Goldfish,6.4,0.64,Temperature Shock,"Discoloration, Loss of equilibrium, Rapid breathing","Stabilize water temperature, Add stress coat",Ich (White Spot Disease)
Fish,Goldfish,5.8,0.58,Temperature Shock,Loss of equilibrium,"Stabilize water temperature, Add stress coat",Ich (White Spot Disease)
Fish,Goldfish,0.3,0.2,Inadequate Nutrition,"Faded coloration, Weakness, Weight loss",Add vitamins,Ich (White Spot Disease)
Fish,Goldfish,6.6,0.66,Stress from Poor Water Quality,Loss of appetite,"Improve water quality, Use aquarium salt",Ich (White Spot Disease)
Fish,Goldfish,6.2,0.62,Overcrowding,"Lethargy, Weakened immune system","Reduce fish density, Provide proper tank space",Ich (White Spot Disease)
Fish,Goldfish,8.7,0.87,Inadequate Nutrition,Weight loss,Add vitamins,Ich (White Spot Disease)
Fish,Goldfish,4.2,0.42,Overcrowding,"Lethargy, Clamped fins, Weakened immune system",Provide proper tank space,Ich (White Spot Disease)
Fish,Goldfish,0.4,0.26,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,3.8,1.37,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,7.6,3.18,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,4.8,1.38,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,2.9,1.77,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,9.4,2.26,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,7.6,4.58,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,6.3,3.25,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,4.5,1.36,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,5.3,3.21,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,4.1,1.18,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,3.6,1.3,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,5.5,3.45,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,2.7,0.63,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,1.9,0.63,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,0.5,0.43,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,5.2,4.42,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,7.6,4.4,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,6.1,4.8,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,7.8,3.87,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,1.8,1.58,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,4.5,1.07,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,8.7,3.22,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,9.6,2.38,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,6.7,2.19,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,3.9,1.18,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,7.3,2.66,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,0.3,0.37,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,7.1,3.07,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,8.6,3.13,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,5.4,3.27,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,5.6,3.45,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,2.2,1.87,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,5.5,4.2,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,7.0,3.25,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,4.4,1.93,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,1.8,1.44,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,0.5,0.23,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,9.3,3.7,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,0.9,0.48,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,2.0,0.73,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,8.7,4.9,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,8.6,2.74,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,7.3,4.15,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,7.4,2.2,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,6.5,4.41,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,6.0,4.76,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,6.8,2.0,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,9.2,2.32,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,1.5,0.75,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,3.4,1.64,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,8.3,2.39,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,5.2,4.3,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,2.2,1.8,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,6.7,2.13,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,1.6,0.77,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,2.2,1.59,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,4.2,1.87,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,5.1,3.5,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,6.3,2.99,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,8.6,4.8,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,5.3,2.8,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,3.0,0.83,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,7.2,3.19,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,8.8,3.72,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,2.2,0.73,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,9.4,4.68,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,4.7,1.39,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,0.5,0.5,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,2.7,0.62,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,2.4,1.26,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,7.1,2.94,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,3.0,0.75,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,3.2,1.99,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,9.4,4.0,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,6.9,3.61,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,7.3,2.67,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,2.7,0.65,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,5.5,2.28,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,2.6,1.57,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,1.7,1.56,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,7.6,2.67,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,3.4,1.63,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,1.9,1.86,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,9.0,3.49,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,3.2,1.62,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,7.2,3.52,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,7.5,3.02,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,10.0,2.55,Fungal Infection,"White spots on fins, Sluggish behavior","Antifungal treatment, improved hygiene",Fin and Tail Rot
Fish,Goldfish,4.5,0.93,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,4.3,0.55,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,1.8,1.14,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,6.8,4.19,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,8.1,2.98,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,4.3,0.86,Poor Water Quality,"Frayed fins, Red streaks","Water change, aquarium salt",Fin and Tail Rot
Fish,Goldfish,1.1,1.25,Bacterial Infection,"Inflamed fins, Loss of appetite","Antibiotics, medicated food",Fin and Tail Rot
Fish,Goldfish,2.4,1.09,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,1.9,0.84,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,7.6,4.34,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,5.8,2.17,Injury,"Torn fins, Discoloration","Quarantine, antibacterial solution",Fin and Tail Rot
Fish,Goldfish,4.7,1.63,Constipation,"Swollen Abdomen, Lethargy","Fasting, Feeding Peas",Swim Bladder Disease
Fish,Goldfish,2.7,0.9,Overfeeding,"Bloating, Difficulty Swimming","Fasting, Adjusting Feeding Schedule",Swim Bladder Disease
Fish,Goldfish,5.9,2.31,Overfeeding,"Bloating, Difficulty Swimming","Fasting, Adjusting Feeding Schedule",Swim Bladder Disease
Fish,Goldfish,2.7,1.8,Infection,"Redness, Inflammation, Disorientation","Antibiotics, Salt Bath",Swim Bladder Disease
Fish,Goldfish,5.4,1.41,Infection,"Redness, Inflammation, Disorientation","Antibiotics, Salt Bath",Swim Bladder Disease
Fish,Goldfish,3.2,1.34,Constipation,"Swollen Abdomen, Lethargy","Fasting, Feeding Peas",Swim Bladder Disease
Fish,Goldfish,6.9,1.99,Genetic Predisposition,"Abnormal Swimming, Floating Upside Down","Supportive Care, Adjusting Diet",Swim Bladder Disease
